builtin_interfaces.msg.Time(sec=1759948908, nanosec=346585539)	2.2371907111861745e-07	3.322722480792e-16	2.9704419552534627e-09	-1.014674884731714e-20	-1.5371532869742678e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=382809954)	2.237190711186173e-07	3.3227224807919944e-16	2.970441955248759e-09	-2.6469779601696886e-21	-1.4141810240163265e-19
builtin_interfaces.msg.Time(sec=1759948908, nanosec=418669452)	2.237190711186169e-07	3.322722480791982e-16	2.9704419552484822e-09	-1.3676052794210057e-20	-1.5371532869742672e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=455177725)	2.2371907111861673e-07	3.3227224807919766e-16	2.97044195524756e-09	-2.6469779601696878e-21	-2.4594452591588274e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=491721587)	2.237190711186167e-07	3.3227224807919766e-16	2.970441955245162e-09	-8.8232598672323e-22	-8.608058407055898e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=528378091)	2.2371907111861692e-07	3.3227224807919835e-16	2.970441955242026e-09	4.4116299336161466e-21	-7.993197092266191e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=564305088)	2.2371907111861665e-07	3.3227224807919757e-16	2.9704419552398125e-09	-8.38209687387068e-21	-7.070905120081631e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=600789491)	2.2371907111861636e-07	3.3227224807919653e-16	2.9704419552377835e-09	-7.940933880509066e-21	-3.6891678887382416e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=637148121)	2.2371907111861602e-07	3.322722480791955e-16	2.9704419552361233e-09	-7.49977088714745e-21	-3.381737231343388e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=673440324)	2.23719071118616e-07	3.3227224807919545e-16	2.9704419552318807e-09	-1.0532429383367695e-36	-1.352694892537355e-19
builtin_interfaces.msg.Time(sec=1759948908, nanosec=710261490)	2.2371907111861575e-07	3.322722480791948e-16	2.9704419552294827e-09	-6.176281907062607e-21	-7.993197092266192e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=746590620)	2.237190711186155e-07	3.3227224807919426e-16	2.9704419552277303e-09	-1.102907483404037e-20	-3.9965985461330955e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=782645168)	2.237190711186155e-07	3.322722480791945e-16	2.9704419552274536e-09	3.9704669402545336e-21	-2.7668759165536817e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=818977366)	2.2371907111861512e-07	3.322722480791934e-16	2.97044195522607e-09	-1.588186776101813e-20	-4.918890518317656e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=855296111)	2.2371907111861483e-07	3.322722480791925e-16	2.9704419552233955e-09	-5.7351189137009924e-21	-5.841182490502217e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=891535498)	2.237190711186147e-07	3.322722480791922e-16	2.9704419552210897e-09	-4.852792926977762e-21	-3.9965985461330955e-20
builtin_interfaces.msg.Time(sec=1759948908, nanosec=928725173)	2.2371907111861446e-07	3.3227224807919155e-16	2.9704419552197063e-09	4.411629933616145e-22	-5.2263211757125094e-20
