builtin_interfaces.msg.Time(sec=1759950832, nanosec=699117040)	2.2371907111835397e-07	3.322722480784108e-16	2.9704419527884144e-09	8.823259867232296e-22	4.918890518317656e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=699920446)	2.2371907111835391e-07	3.3227224807841063e-16	2.9704419527876766e-09	-4.4116299336161466e-21	-3.074306573948535e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=700424437)	2.2371907111835352e-07	3.322722480784095e-16	2.9704419527861086e-09	-1.0587911840678754e-20	-6.14861314789707e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=701041508)	2.2371907111835304e-07	3.322722480784082e-16	2.9704419527856475e-09	-9.705585853955524e-21	0.0
builtin_interfaces.msg.Time(sec=1759950832, nanosec=701383072)	2.2371907111835304e-07	3.322722480784082e-16	2.970441952783895e-09	1.7646519734464588e-21	-7.378335777476484e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=702018662)	2.2371907111835312e-07	3.3227224807840826e-16	2.9704419527808515e-09	2.2058149668080737e-21	-7.070905120081631e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=702516122)	2.237190711183529e-07	3.3227224807840767e-16	2.970441952777439e-09	-1.102907483404037e-20	-8.91548906445075e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=702925997)	2.2371907111835249e-07	3.3227224807840614e-16	2.9704419527780846e-09	-1.1470237827401985e-20	4.918890518317656e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=703440843)	2.237190711183523e-07	3.322722480784055e-16	2.970441952775871e-09	-5.293955920339378e-21	-4.304029203527948e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=703868064)	2.237190711183519e-07	3.322722480784043e-16	2.9704419527749487e-09	-1.4558378780933284e-20	-3.9965985461330955e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=724474614)	2.2371907111835148e-07	3.3227224807840303e-16	2.9704419527728274e-09	-1.2793726807486828e-20	-4.611459860922802e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=760713298)	2.2371907111835188e-07	3.3227224807840417e-16	2.9704419527717207e-09	1.2352563814125214e-20	-2.4594452591588274e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=797173985)	2.237190711183513e-07	3.3227224807840254e-16	2.970441952772182e-09	-1.9852334701272667e-20	3.381737231343389e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=833438973)	2.23719071118351e-07	3.322722480784015e-16	2.9704419527713517e-09	-1.4999541774294904e-20	-6.1486131478970686e-21
builtin_interfaces.msg.Time(sec=1759950832, nanosec=869918217)	2.2371907111835074e-07	3.322722480784007e-16	2.970441952768677e-09	-8.823259867232296e-21	-8.6080584070559e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=906412882)	2.2371907111835008e-07	3.322722480783987e-16	2.9704419527680314e-09	-2.3381638648165583e-20	-4.611459860922802e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=942429203)	2.2371907111834973e-07	3.3227224807839766e-16	2.970441952766187e-09	-6.617444900424223e-21	-5.841182490502217e-20
builtin_interfaces.msg.Time(sec=1759950832, nanosec=978938970)	2.2371907111834936e-07	3.322722480783967e-16	2.9704419527660024e-09	-1.0146748847317139e-20	-1.5371532869742678e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=14885848)	2.237190711183493e-07	3.3227224807839653e-16	2.9704419527663713e-09	-4.411629933616147e-22	3.0743065739485313e-21
builtin_interfaces.msg.Time(sec=1759950833, nanosec=51583357)	2.2371907111834862e-07	3.322722480783945e-16	2.9704419527656334e-09	-1.323488980084844e-20	1.2037062152420225e-36
builtin_interfaces.msg.Time(sec=1759950833, nanosec=87949818)	2.2371907111834836e-07	3.3227224807839377e-16	2.970441952763881e-09	-5.7351189137009924e-21	-3.381737231343389e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=123851147)	2.237190711183487e-07	3.32272248078395e-16	2.9704419527612986e-09	1.0587911840678753e-20	-4.918890518317656e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=160250657)	2.237190711183482e-07	3.3227224807839347e-16	2.970441952758255e-09	-1.1470237827401983e-20	-7.378335777476484e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=196432771)	2.2371907111834822e-07	3.3227224807839347e-16	2.9704419527557648e-09	7.49977088714745e-21	-8.91548906445075e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=232872636)	2.2371907111834746e-07	3.3227224807839105e-16	2.9704419527547502e-09	-2.338163864816558e-20	-3.381737231343388e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=270041447)	2.2371907111834693e-07	3.322722480783896e-16	2.970441952753459e-09	-1.411721578757167e-20	-4.3040292035279476e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=305665530)	2.2371907111834634e-07	3.3227224807838795e-16	2.970441952752629e-09	-1.0587911840678754e-20	-4.918890518317656e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=341861347)	2.237190711183463e-07	3.322722480783878e-16	2.9704419527517066e-09	4.411629933616148e-22	-9.222919721845612e-21
builtin_interfaces.msg.Time(sec=1759950833, nanosec=378423128)	2.23719071118346e-07	3.3227224807838686e-16	2.970441952751522e-09	-8.38209687387068e-21	3.0743065739485354e-21
builtin_interfaces.msg.Time(sec=1759950833, nanosec=415184532)	2.2371907111834592e-07	3.3227224807838667e-16	2.970441952752629e-09	-4.852792926977763e-21	3.9965985461330955e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=451771019)	2.237190711183457e-07	3.3227224807838607e-16	2.970441952750231e-09	-9.26442286059391e-21	-5.2263211757125094e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=487799670)	2.2371907111834563e-07	3.32272248078386e-16	2.970441952750323e-09	3.529303946892919e-21	4.918890518317656e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=524114669)	2.237190711183448e-07	3.3227224807838356e-16	2.9704419527484785e-09	-2.5587453614973658e-20	-3.6891678887382416e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=560449134)	2.237190711183447e-07	3.3227224807838317e-16	2.9704419527469106e-09	-8.82325986723229e-22	-4.304029203527949e-20
builtin_interfaces.msg.Time(sec=1759950833, nanosec=596691662)	2.2371907111834444e-07	3.3227224807838257e-16	2.970441952743498e-09	-1.2352563814125214e-20	-1.0452642351425019e-19
builtin_interfaces.msg.Time(sec=1759950833, nanosec=633136661)	2.2371907111834436e-07	3.322722480783822e-16	2.97044195274193e-09	-4.411629933616147e-21	-2.4594452591588274e-20
